                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                0.58895,                0.39378,                 1.0032,                0.93621,                0.82576,                0.89316,                0.76188,                0.59578,                0.36263,                 1.0269,               0.006007,               0.006007,               0.006007
                    123,                0.59037,                0.39434,                 1.0004,                   0.93,                0.82632,                0.89425,                0.76058,                0.59215,                0.36157,                  1.026,               0.005974,               0.005974,               0.005974
                    124,                0.58971,                0.39455,                 1.0012,                0.94673,                0.81734,                0.89303,                0.76197,                0.59165,                0.36347,                 1.0271,               0.005941,               0.005941,               0.005941
                    125,                0.59159,                 0.3866,                 1.0028,                 0.9407,                0.82387,                0.89281,                0.76038,                 0.5948,                0.36209,                 1.0267,               0.005908,               0.005908,               0.005908
                    126,                0.59065,                0.39322,                0.99905,                0.93936,                0.82094,                0.89104,                0.75925,                0.59564,                0.36575,                 1.0272,               0.005875,               0.005875,               0.005875
                    127,                0.58611,                0.38642,                 1.0037,                0.95002,                0.80906,                0.89182,                0.76065,                0.59087,                0.36613,                 1.0243,               0.005842,               0.005842,               0.005842
                    128,                0.58887,                0.38958,                 1.0025,                0.94989,                0.80684,                0.89187,                0.75965,                 0.5937,                0.36383,                 1.0277,               0.005809,               0.005809,               0.005809
                    129,                0.59255,                0.38924,                 1.0015,                0.94615,                0.80805,                0.89182,                0.76188,                0.59126,                0.36378,                 1.0265,               0.005776,               0.005776,               0.005776
                    130,                0.59019,                0.38557,                0.99939,                0.92595,                0.82589,                0.89305,                0.76111,                0.59016,                0.36333,                 1.0252,               0.005743,               0.005743,               0.005743
                    131,                0.58564,                0.38669,                0.99777,                 0.9407,                0.81494,                 0.8943,                0.76376,                  0.592,                0.36007,                 1.0262,                0.00571,                0.00571,                0.00571
                    132,                0.58747,                  0.388,                 1.0009,                0.93492,                0.82226,                 0.8949,                 0.7635,                0.59185,                  0.361,                 1.0245,               0.005677,               0.005677,               0.005677
                    133,                0.57949,                0.38131,                0.99459,                0.94145,                0.81507,                0.89397,                0.76188,                0.59438,                0.36096,                 1.0274,               0.005644,               0.005644,               0.005644
                    134,                0.58417,                0.38983,                 1.0007,                0.94187,                 0.8165,                0.89506,                 0.7628,                 0.5922,                0.35926,                  1.028,               0.005611,               0.005611,               0.005611
                    135,                0.58413,                 0.3804,                  0.998,                0.93751,                0.82241,                0.89463,                0.76375,                0.58725,                0.35749,                 1.0247,               0.005578,               0.005578,               0.005578
                    136,                 0.5873,                0.38446,                0.99809,                0.94167,                0.81605,                0.89385,                0.76226,                0.58794,                0.35802,                 1.0262,               0.005545,               0.005545,               0.005545
                    137,                0.57877,                0.38327,                0.99418,                 0.9493,                0.81527,                0.89454,                 0.7633,                0.59053,                 0.3578,                 1.0282,               0.005512,               0.005512,               0.005512
                    138,                0.58348,                0.38186,                 1.0001,                0.93715,                0.82534,                0.89467,                0.76194,                0.59405,                 0.3547,                 1.0302,               0.005479,               0.005479,               0.005479
